2113-132485-0048,2113-132485-0014,7131-92815-0028
5906-52158-0015,5906-52158-0118,5076-61727-0003
6583-48224-0029,6583-66269-0005,2007-149877-0009
4423-16012-0009,4423-29084-0020,2545-135235-0041
2998-160955-0020,2998-160955-0055,5874-52159-0029
7140-72212-0043,7140-72210-0003,4979-26551-0006
118-47824-0001,118-47824-0081,6459-77766-0031
318-124224-0010,318-124164-0013,6735-96163-0002
1828-141203-0049,1828-141203-0016,3885-183973-0016
1851-148312-0007,1851-151817-0001,402-125880-0044
1867-148436-0005,1867-154075-0031,115-121720-0007
8242-279764-0018,8242-279764-0034,3094-136458-0025
2696-157636-0028,2696-157636-0025,4824-36029-0028
4422-283730-0009,4422-15542-0030,428-125878-0046
1765-143010-0020,1765-143010-0009,7205-50138-0020
3289-171108-0017,3289-171108-0007,4331-88349-0027
2152-133043-0033,2152-133043-0032,594-127732-0009
38-121024-0008,38-121024-0010,8632-245697-0036
6115-58433-0009,6115-58776-0046,2388-153731-0030
7335-290365-0001,7335-290365-0051,5604-26982-0011
98-199-0000,98-199-0002,8441-120274-0032
5746-48361-0053,5746-48362-0041,5400-3587-0025
3109-144137-0094,3109-144137-0022,4017-6540-0103
101-126859-0009,101-126860-0047,49-121052-0061
1110-134828-0018,1110-136055-0037,242-122627-0029
7839-110063-0008,7839-109877-0009,8095-274346-0051
202-129387-0042,202-129387-0040,5883-59268-0094
1665-132826-0018,1665-141758-0044,4352-10940-0002
1081-125237-0048,1081-128618-0010,4513-16024-0035
7437-99249-0031,7437-96157-0010,4152-5710-0012
2195-150901-0065,2195-150901-0087,2588-11081-0003
167-68704-0036,167-15255-0008,2167-149881-0033
2676-143903-0089,2676-143903-0081,6426-64290-0050
2688-144987-0003,2688-144987-0034,7198-80654-0018
198-129977-0003,198-129977-0027,6694-70837-0062
2769-169619-0002,2769-176263-0003,51-121055-0050
4295-39940-0065,4295-39940-0021,7809-108638-0089
8321-274737-0037,8321-284222-0014,1343-139681-0031
2628-153964-0023,2628-153964-0025,1446-122614-0052
1690-142293-0033,1690-142293-0098,7337-92819-0043
6098-57837-0034,6098-57837-0039,5480-41798-0024
4546-16813-0002,4546-16812-0009,3060-163499-0076
5949-65530-0034,5949-65530-0011,7762-280917-0024
7448-111703-0037,7448-111703-0066,4262-14487-0001
1813-142304-0045,1813-142304-0019,8447-286257-0014
7809-108638-0098,7809-108638-0013,1849-144965-0013
5154-6174-0001,5154-6174-0004,3021-121439-0037
1085-169444-0024,1085-138296-0001,1696-142314-0034
1447-130550-0006,1447-130551-0009,4013-182396-0027
2149-36146-0026,2149-36146-0004,5825-53035-0048
4443-3992-0013,4443-3992-0055,8200-278197-0032
979-128670-0001,979-128670-0000,4846-18524-0069
4915-245690-0032,4915-113765-0022,3606-6850-0070
377-129292-0007,377-129292-0005,3513-163607-0007
4474-14186-0046,4474-14185-0062,8778-246983-0016
4680-16042-0024,4680-16042-0015,4969-58757-0036
402-130001-0032,402-125880-0002,698-123197-0001
4196-23955-0035,4196-23901-0043,2834-132496-0056
5661-32901-0026,5661-32892-0018,7498-99157-0009
4090-183978-0039,4090-183977-0045,224-133227-0031
4660-25046-0006,4660-25054-0007,6951-79737-0035
7691-293948-0032,7691-293948-0066,1544-121402-0028
5375-40162-0024,5375-40162-0023,3564-132498-0084
1621-141592-0012,1621-141593-0034,8498-287358-0002
4767-66411-0052,4767-66411-0044,5220-112590-0029
75-854-0041,75-853-0038,6818-68772-0016
688-1070-0013,688-15446-0000,5036-18451-0021
7816-108621-0041,7816-108621-0059,6173-94652-0030
5190-87766-0030,5190-87766-0014,5660-101854-0003
3137-163504-0016,3137-163489-0026,119-129515-0005
663-128991-0053,663-128990-0020,5569-40540-0031
1634-141571-0022,1634-141571-0078,7925-116154-0003
6311-63719-0004,6311-63718-0046,28-12332-0040
7445-94522-0037,7445-94522-0033,6115-58776-0009
4205-11977-0068,4205-11977-0026,8846-305209-0013
1343-139681-0014,1343-139681-0003,5567-22447-0036
7502-100439-0015,7502-100426-0021,5735-48575-0012
3906-184005-0029,3906-23193-0013,5412-39899-0027
6248-91255-0003,6248-298838-0030,985-126228-0037
4710-24607-0002,4710-17347-0028,127-129390-0008
1334-135589-0011,1334-135589-0042,5287-39165-0084
5132-33410-0034,5132-26564-0016,2148-6984-0002
2775-160958-0065,2775-134792-0018,246-224-0011
6913-80509-0006,6913-80509-0052,4019-8895-0059
4791-25377-0023,4791-25379-0028,3185-163507-0035
3657-182397-0021,3657-19115-0006,1124-134775-0050
5784-61948-0016,5784-36627-0037,3132-167590-0064
583-139009-0099,583-139009-0102,4779-85471-0028
8499-256247-0024,8499-256247-0049,3592-173545-0008
7868-110706-0012,7868-110706-0024,5104-33407-0040
8631-249866-0036,8631-249866-0010,1827-143625-0047
1225-129526-0023,1225-129526-0008,5725-50452-0018
3513-163606-0003,3513-163606-0040,4463-26851-0010
7250-86746-0105,7250-86746-0053,28-12332-0099
576-129623-0005,576-129623-0114,476-134312-0042
6177-22698-0025,6177-22698-0027,810-130096-0027
4379-18040-0015,4379-18034-0000,6727-10344-0026
6368-230929-0038,6368-39664-0018,8534-216567-0003
4979-26551-0015,4979-26551-0009,5269-26555-0000
6159-39642-0046,6159-58440-0011,2491-134787-0050
1772-135621-0118,1772-135621-0049,4205-11977-0060
8587-295524-0001,8587-281197-0006,7912-105670-0053
7061-88086-0025,7061-85635-0025,3969-6872-0031
7585-96245-0060,7585-96245-0122,211-122442-0024
3807-4923-0031,3807-4923-0036,4116-3582-0020
3796-16815-0023,3796-6400-0033,6758-72288-0033
55-121068-0002,55-121069-0008,317-130248-0038
6794-73984-0048,6794-73984-0067,1704-142310-0054
594-127732-0034,594-128329-0027,1225-129526-0031
718-129597-0009,718-129594-0015,5985-300208-0025
4090-183984-0024,4090-183987-0039,2494-156015-0040
380-129066-0007,380-129066-0011,6330-62850-0025
7584-101882-0008,7584-266228-0031,8494-244431-0045
1564-142299-0074,1564-142299-0061,4687-43336-0024
64-76973-0031,64-76974-0034,6563-63821-0002
3969-6872-0008,3969-175415-0023,2694-28891-0021
3370-163384-0058,3370-724-0007,679-155529-0024
7640-111784-0040,7640-102465-0010,173-200-0008
7389-175357-0008,7389-292563-0031,4915-113765-0057
1110-136055-0034,1110-134828-0012,5101-67854-0039
8464-282934-0043,8464-282934-0087,4964-30587-0078
6159-39642-0024,6159-58440-0035,8382-294774-0031
779-126735-0015,779-123710-0011,1058-131113-0018
2854-51657-0041,2854-51657-0026,1001-134707-0033
2148-6984-0010,2148-6979-0000,7492-105653-0044
7316-10642-0015,7316-10642-0028,83-11691-0045
3851-9210-0023,3851-9210-0093,8063-274116-0002
2198-151049-0043,2198-133546-0000,7246-110053-0021
5246-30101-0055,5246-30101-0033,6251-93270-0005
1195-135814-0015,1195-135814-0002,8459-292348-0009
6072-54656-0014,6072-54656-0021,85-121551-0037
5784-36627-0013,5784-36627-0052,5389-41911-0016
6531-61334-0075,6531-61334-0114,7478-98645-0009
5230-4879-0009,5230-4863-0026,5401-102526-0023
7556-103535-0008,7556-93308-0036,3285-121400-0004
4021-180238-0023,4021-180238-0053,255-121535-0062
7933-113272-0019,7933-113273-0004,4973-44575-0001
27-123349-0043,27-124992-0069,4712-93896-0020
6752-74795-0071,6752-74795-0061,6418-39656-0022
1387-130989-0010,1387-130989-0037,7705-101580-0024
2140-160867-0002,2140-160867-0016,6575-67584-0013
6032-58192-0011,6032-58192-0041,5293-82020-0051
2407-7666-0008,2407-7666-0015,4039-184265-0014
1455-134435-0000,1455-138263-0013,3967-292604-0018
5649-40561-0014,5649-40582-0017,1121-132777-0017
7067-76047-0022,7067-76048-0044,5126-27504-0045
5471-284429-0025,5471-284440-0009,2775-160958-0065
6804-79287-0023,6804-79288-0017,4973-44575-0024
2273-152363-0055,2273-152363-0014,1726-142316-0031
4520-1805-0034,4520-1805-0027,5868-54659-0029
2587-54186-0033,2587-163454-0010,1646-121406-0015
3008-164328-0057,3008-164327-0048,480-126292-0004
581-126955-0062,581-126955-0069,3744-178590-0005
2309-152159-0046,2309-152160-0027,6121-8686-0032
1492-55449-0009,1492-11251-0006,5019-38670-0033
1018-133447-0050,1018-135221-0025,1649-150127-0041
5076-61727-0045,5076-61727-0008,561-126319-0019
5588-68192-0016,5588-68188-0003,6954-76579-0105
119-129513-0025,119-121722-0016,2288-139949-0020
6281-65531-0023,6281-65531-0019,850-131004-0027
6330-62851-0036,6330-62851-0012,8063-274117-0029
3157-168062-0034,3157-68361-0007,1624-142933-0007
7079-89644-0022,7079-89644-0015,2411-132532-0050
1614-13759-0021,1614-13785-0026,3214-167606-0011
4563-26447-0005,4563-26445-0025,1695-142312-0047
6865-95963-0015,6865-95969-0008,2999-156968-0041
277-127368-0014,277-127368-0003,608-123154-0027
6807-106437-0013,6807-106437-0026,1230-1068-0031
1748-1562-0016,1748-1560-0005,8632-245697-0069
1726-142316-0089,1726-142316-0034,576-129623-0020
161-121897-0022,161-121897-0020,6836-61803-0006
6943-85168-0032,6943-64094-0016,90-121085-0085
5622-19214-0016,5622-44586-0029,6233-61743-0014
921-127933-0039,921-127937-0054,594-127732-0052
2487-169018-0032,2487-169011-0050,6484-67787-0023
1649-150127-0000,1649-150127-0019,2999-156967-0016
9000-282380-0024,9000-282381-0014,7826-284518-0065
2522-147156-0077,2522-147156-0004,8401-280380-0081
1154-134887-0027,1154-129976-0014,7981-112061-0016
1721-142317-0005,1721-142317-0036,2929-85685-0014
7140-72205-0004,7140-72205-0000,6359-64713-0079
5746-48362-0025,5746-48361-0061,4005-7258-0026
2436-2476-0000,2436-2476-0013,5287-39165-0022
5993-36961-0027,5993-19685-0020,8713-300047-0012
7092-56730-0147,7092-56730-0068,332-128985-0071
826-131108-0022,826-131108-0047,1544-140055-0040
5487-4873-0024,5487-4873-0013,806-123715-0019
277-127368-0029,277-127368-0073,112-121671-0017
742-128033-0002,742-128034-0042,2694-28858-0017
8710-286293-0054,8710-286293-0056,1079-128633-0008
3374-298026-0027,3374-298032-0017,6458-232057-0038
511-131228-0008,511-131228-0035,5622-44585-0023
8590-258292-0047,8590-258290-0035,5460-24509-0033
3389-13247-0033,3389-13248-0017,8565-290393-0037
8156-276902-0050,8156-276902-0014,1094-157767-0065
3557-8342-0021,3557-8341-0014,1482-140067-0007
6753-76097-0032,6753-76099-0002,1841-150351-0005
4741-27757-0061,4741-27757-0090,7708-293973-0044
4019-8899-0044,4019-8899-0020,572-126495-0037
7223-90845-0001,7223-90845-0046,505-125274-0003
110-1-0035,110-1-0014,8246-107993-0055
8295-287767-0015,8295-281321-0024,5093-26496-0010
7392-94500-0031,7392-105664-0001,5983-39652-0022
5062-294700-0062,5062-294697-0004,7635-105409-0053
2997-163246-0031,2997-163246-0064,3097-165354-0017
3922-723-0017,3922-715-0035,581-126955-0065
8063-274112-0014,8063-274112-0024,8040-260924-0034
1513-140222-0043,1513-140221-0015,2823-160964-0028
4957-36386-0033,4957-36386-0031,6010-56787-0015
7467-69610-0045,7467-69610-0069,3699-19402-0000
2990-6535-0036,2990-6534-0047,2100-138911-0011
434-132649-0018,434-132644-0001,7059-77900-0026
6509-76574-0035,6509-76574-0020,851-131029-0034
7189-74189-0016,7189-77777-0036,7239-63500-0021
7223-90845-0019,7223-92822-0007,7009-83683-0038
7215-91628-0067,7215-91628-0063,2273-152363-0030
3869-699-0011,3869-700-0071,6749-53254-0012
5825-50883-0063,5825-50883-0000,3105-166683-0041
5036-18451-0024,5036-18450-0056,4742-74181-0013
7346-91900-0049,7346-91900-0048,2754-161902-0020
7314-93277-0005,7314-93277-0032,103-1240-0015
8778-246983-0037,8778-246974-0007,7342-254918-0037
54-121079-0016,54-121079-0040,2204-131732-0104
5424-291181-0000,5424-296464-0034,7342-73961-0027
6097-293619-0016,6097-293619-0013,3557-8342-0008
3179-7135-0028,3179-7133-0046,1743-142913-0015
3003-14274-0069,3003-12539-0007,5101-67853-0034
7436-97462-0000,7436-97461-0006,3934-102413-0029
1643-138089-0059,1643-138089-0051,4116-13265-0017
5727-47030-0010,5727-47030-0060,5118-40477-0014
8619-291374-0032,8619-291374-0007,294-130872-0026
7073-83692-0041,7073-114963-0002,1460-138289-0004
6707-73028-0003,6707-77346-0032,492-131882-0006
2039-141208-0064,2039-141209-0019,2971-4275-0004
596-127685-0025,596-127685-0050,3928-153302-0024
5038-15789-0037,5038-34576-0014,2045-158081-0025
696-93314-0036,696-92939-0009,6568-79375-0040
8590-258290-0066,8590-258290-0016,205-123882-0006
5325-50109-0021,5325-36587-0051,1773-145716-0011
7752-110526-0023,7752-113336-0013,2570-157243-0005
4931-28257-0008,4931-28242-0015,2499-156154-0060
2774-131722-0085,2774-131722-0038,6488-66120-0051
5720-48807-0061,5720-48807-0020,49-121052-0106
3436-172171-0007,3436-172171-0013,1343-158796-0000
1088-134315-0027,1088-129236-0022,119-129515-0008
2254-152826-0020,2254-152824-0016,1690-142293-0016
1154-134886-0036,1154-129976-0002,1772-135621-0107
3906-191426-0043,3906-184005-0008,8605-276939-0012
5460-18031-0030,5460-24509-0026,8441-281327-0035
3972-170212-0030,3972-170212-0035,6752-74795-0032
4959-28894-0009,4959-28865-0002,8415-283469-0096
8156-276902-0015,8156-104485-0050,1502-122619-0051
3807-4923-0054,3807-4923-0058,5136-53512-0049
2269-88761-0030,2269-147627-0017,8242-279764-0098
6798-77736-0014,6798-77739-0030,2089-148996-0023
7437-96153-0002,7437-96157-0002,1034-121119-0005
2952-407-0002,2952-408-0015,3180-138043-0036
1699-141159-0025,1699-141159-0051,474-141422-0018
348-132611-0031,348-132611-0005,5269-26555-0008
3003-12539-0019,3003-12539-0009,2499-156154-0026
6574-70756-0001,6574-120583-0018,22-121148-0011
728-348-0095,728-348-0081,4680-16042-0002
2985-153200-0011,2985-153200-0035,2785-163322-0016
5132-33409-0038,5132-28304-0021,5487-4873-0042
791-127519-0103,791-127519-0108,5652-39938-0002
7687-107687-0103,7687-107687-0045,6519-69411-0030
6459-77766-0038,6459-70128-0021,28-12332-0084
4931-28242-0038,4931-28257-0003,6153-62534-0046
7640-102465-0007,7640-104647-0001,303-123507-0012
7981-112061-0026,7981-112058-0005,5724-13364-0045
8630-305212-0037,8630-305212-0016,8194-89390-0020
5093-39749-0017,5093-29101-0002,7879-274136-0027
8226-274369-0043,8226-274371-0019,1603-141713-0001
6272-70171-0020,6272-70191-0009,8242-279764-0015
8240-116288-0067,8240-283234-0037,126-122467-0040
1096-128264-0017,1096-17320-0015,5019-274728-0035
2673-162129-0007,2673-162129-0008,2067-143536-0017
3744-178594-0023,3744-177438-0005,8118-268287-0002
5375-40162-0001,5375-40170-0043,7030-64588-0020
1266-136524-0038,1266-135837-0023,2481-163597-0010
6652-70974-0034,6652-70974-0018,7315-86809-0006
8820-294114-0013,8820-294113-0021,4042-12369-0129
8009-284678-0001,8009-292146-0009,5688-41232-0025
91-123498-0015,91-123526-0006,4854-24731-0077
466-134196-0031,466-134208-0026,2570-157243-0100
5189-37999-0042,5189-37999-0001,7199-84006-0000
1448-135894-0043,1448-135894-0114,5340-8682-0049
6341-64956-0070,6341-64956-0039,8042-245695-0040
4428-6523-0084,4428-6523-0059,7113-86041-0013
6549-71114-0006,6549-71114-0046,46-128001-0040
38-121024-0023,38-121024-0105,23-124439-0004
7491-110524-0033,7491-114605-0013,3780-177788-0039
365-126328-0020,365-126328-0000,7926-254949-0021
201-127786-0023,201-127786-0068,639-143022-0024
207-122801-0028,207-122801-0012,6115-58776-0030
7478-98645-0031,7478-98645-0058,6242-26941-0083
4490-16003-0023,4490-16020-0005,4443-24511-0027
6458-232057-0025,6458-61323-0007,2133-289460-0007
5570-73847-0017,5570-73848-0005,927-132462-0104
6914-284528-0016,6914-280389-0025,557-129796-0003
47-122796-0099,47-122796-0093,7672-108627-0014
4799-25950-0058,4799-25950-0069,188-135249-0031
6967-50152-0070,6967-50150-0062,4246-12545-0025
895-136366-0009,895-136366-0045,6804-79288-0030
6518-66465-0014,6518-66464-0013,3135-166688-0096
310-129055-0069,310-129055-0071,4693-17508-0017
6249-290631-0016,6249-290631-0031,3959-706-0027
7871-107222-0060,7871-107223-0016,5141-26932-0038
6513-71946-0015,6513-71946-0018,4936-28619-0045
7360-86712-0057,7360-86712-0010,1664-122623-0095
6865-95969-0031,6865-95959-0029,2309-152160-0030
731-365-0026,731-366-0015,3926-174988-0043
377-129290-0005,377-129292-0020,7307-91998-0000
1263-141777-0035,1263-138246-0035,3733-140718-0054
1124-132846-0048,1124-132846-0051,1693-142302-0019
7333-94827-0006,7333-94827-0010,572-96582-0016
5429-210770-0103,5429-210770-0074,278-127215-0088
7218-80699-0035,7218-80699-0026,2769-176263-0034
4738-291957-0035,4738-58078-0019,5977-46900-0130
6625-60547-0008,6625-60547-0032,2574-128282-0011
7789-258266-0022,7789-258266-0061,4422-15542-0044
4260-176853-0067,4260-176853-0035,7879-274163-0030
7766-109658-0050,7766-109658-0005,6627-67844-0036
608-123193-0030,608-123154-0047,8848-293957-0058
1801-138032-0078,1801-138032-0073,30-4447-0017
2334-150915-0011,2334-150915-0034,2246-131710-0012
7437-99249-0035,7437-99249-0021,4362-15663-0095
6625-39680-0028,6625-39674-0004,5831-87174-0035
3889-130125-0027,3889-9915-0006,3294-167609-0033
5163-39921-0019,5163-39921-0001,7555-101283-0041
6993-83607-0053,6993-83606-0023,3020-888-0047
6668-34612-0055,6668-34612-0024,6224-61957-0010
7769-99395-0031,7769-99395-0027,5684-46240-0048
5244-73127-0029,5244-54280-0028,2827-170438-0031
5951-233090-0042,5951-57347-0040,3258-169291-0067
227-129974-0057,227-129974-0002,1323-149236-0015
3885-12149-0018,3885-1193-0032,8671-285138-0027
6836-61803-0018,6836-61804-0000,2581-157858-0033
243-162846-0017,243-11595-0014,1239-138254-0027
949-134657-0017,949-138545-0034,2730-154437-0018
4936-65528-0017,4936-28619-0037,5460-18031-0100
2026-81608-0001,2026-81609-0004,984-137154-0056
6540-232291-0039,6540-62512-0024,7092-56730-0131
6459-70120-0005,6459-70128-0023,4484-34489-0021
2090-151646-0006,2090-149737-0034,229-130880-0029
5459-41260-0082,5459-41260-0006,850-131004-0026
3100-142810-0012,3100-142810-0037,7250-86746-0055
157-121907-0007,157-121907-0012,6625-70995-0030
5906-59283-0020,5906-52158-0070,3008-164327-0009
2598-4654-0010,2598-4654-0024,294-129973-0019
7688-105390-0005,7688-109656-0029,6637-69607-0027
4257-6397-0072,4257-6397-0035,2816-4136-0026
3926-174988-0018,3926-174988-0016,4379-18039-0001
231-127936-0044,231-119253-0042,1343-139681-0015
2339-158764-0004,2339-181100-0040,1777-142745-0007
8225-274376-0017,8225-274374-0027,8098-275181-0025
960-125241-0080,960-125241-0138,2792-152929-0009
2775-160958-0047,2775-161226-0001,318-124224-0037
4821-27466-0019,4821-27466-0051,6895-92805-0007
274-121392-0031,274-121392-0043,5460-18031-0036
432-122774-0030,432-122761-0019,3657-182397-0025
38-121024-0007,38-121024-0008,6652-70974-0024
7294-92934-0012,7294-86026-0009,2407-7664-0015
1695-142312-0011,1695-142312-0082,5876-10347-0020
6974-258420-0007,6974-258420-0021,451-126826-0028
4967-3586-0009,4967-26553-0007,3467-166570-0043
7713-106729-0005,7713-106729-0025,2999-156968-0013
7511-102420-0045,7511-102419-0030,5810-8689-0053
5192-19396-0018,5192-19397-0080,392-289427-0002
255-121535-0058,255-121534-0021,6945-60535-0029
7297-92812-0012,7297-92812-0009,317-130243-0033
7285-72200-0058,7285-72207-0013,2404-141242-0035
5506-69896-0030,5506-69895-0012,6402-102886-0047
8300-275128-0040,8300-275127-0019,4340-15220-0039
720-173580-0021,720-173578-0017,9022-282357-0014
157-121899-0025,157-121899-0006,2785-154284-0044
107-22887-0041,107-22887-0024,3638-696-0042
7398-98876-0023,7398-98878-0030,3008-164327-0038
4321-27567-0018,4321-27567-0028,5019-44339-0005
1425-139290-0024,1425-139291-0027,322-124146-0012
6437-66172-0032,6437-66172-0025,123-5042-0006
1841-179183-0009,1841-159771-0037,4122-157669-0072
163-122947-0076,163-122947-0069,6332-64734-0041
4447-14919-0041,4447-14931-0052,224-128660-0018
4064-19132-0034,4064-12118-0001,1859-145703-0002
3867-173237-0056,3867-173236-0014,3448-5416-0008
6082-56174-0011,6082-56174-0006,5002-72876-0006
19-227-0052,19-227-0056,5545-66419-0037
1052-139308-0035,1052-139308-0044,2136-5147-0015
6437-66173-0036,6437-66172-0028,3340-170982-0009
4863-32138-0020,4863-258982-0048,2526-156076-0026
4034-14942-0028,4034-12475-0002,608-123155-0022
5979-42000-0036,5979-42005-0008,7825-258970-0038
3571-173555-0010,3571-173553-0005,37-215-0023
8307-120456-0021,8307-120456-0025,667-105002-0028
6121-8686-0018,6121-9014-0067,5781-52134-0038
708-129393-0054,708-129393-0113,1809-143025-0054
8169-118200-0022,8169-118202-0027,75-854-0018
5261-19373-0059,5261-19371-0018,329-862-0028
7278-246956-0035,7278-91083-0002,884-129800-0071
3109-144137-0041,3109-165420-0016,122-121729-0020
6054-41610-0018,6054-41614-0017,625-132118-0026
6967-50152-0062,6967-50150-0065,4773-19207-0018
215-127369-0015,215-122798-0025,3955-181687-0026
2270-156683-0019,2270-156684-0038,6411-58876-0068
317-130243-0009,317-130243-0041,4487-1803-0043
4362-15663-0025,4362-15663-0061,7463-99912-0010
5876-10347-0053,5876-8675-0070,4020-180289-0028
3001-160952-0028,3001-160952-0044,8635-295761-0039
7264-92316-0010,7264-92314-0001,3845-176676-0022
6927-86045-0034,6927-86045-0018,6076-51654-0011
1447-130552-0011,1447-17506-0030,2943-171000-0039
7647-102250-0023,7647-102250-0071,3054-128242-0016
5062-294700-0060,5062-294700-0059,5285-48598-0022
278-127215-0038,278-127215-0088,7839-109872-0020
764-132280-0039,764-132272-0023,5983-39669-0038
2416-152139-0049,2416-152139-0046,404-132015-0011
764-132280-0047,764-132272-0048,202-122857-0018
1226-141268-0026,1226-141270-0005,1664-122623-0033
294-129973-0016,294-129973-0027,6009-57643-0046
5778-12761-0028,5778-54535-0018,5684-46240-0047
6788-92420-0003,6788-92420-0012,922-132291-0014
2042-134780-0013,2042-134780-0036,2405-148581-0045
1335-160602-0017,1335-27593-0000,5952-8681-0026
1266-136524-0026,1266-136524-0033,5720-48807-0064
4853-29413-0025,4853-29413-0012,3148-4666-0086
3142-160977-0053,3142-160977-0008,62-121084-0087
8295-281321-0032,8295-281339-0000,6135-41995-0068
5655-46267-0033,5655-46267-0052,472-129994-0009
102-129232-0150,102-129232-0102,606-130296-0027
177-123525-0001,177-123525-0011,3465-20022-0000
7121-86787-0039,7121-88076-0005,5684-46243-0013
1556-143307-0019,1556-143307-0051,7871-107223-0034
1116-132847-0006,1116-132851-0018,4260-176854-0010
1699-141159-0068,1699-141159-0003,2775-160958-0049
8820-294114-0047,8820-294113-0014,4712-93896-0039
969-134362-0015,969-134373-0001,2092-145706-0023
622-121659-0010,622-128448-0039,7170-281512-0007
8629-261140-0033,8629-261139-0049,2269-88761-0037
289-121665-0044,289-121665-0002,6689-64264-0010
4406-16882-0002,4406-16882-0038,667-107247-0027
1487-133273-0072,1487-133273-0028,1261-136350-0026
3819-134146-0002,3819-134146-0048,1867-154075-0030
5183-116605-0026,5183-68763-0031,3738-176680-0043
1987-144135-0052,1987-144135-0091,696-92939-0028
4263-16194-0035,4263-16194-0017,2741-159386-0091
3744-178590-0009,3744-178590-0049,4014-186176-0021
8410-278217-0046,8410-278220-0015,8415-283469-0028
4179-20567-0025,4179-20593-0043,1448-135894-0029
1806-143946-0016,1806-143946-0009,1384-130461-0012
3389-13250-0000,3389-130127-0040,3006-5697-0004
294-130872-0040,294-130872-0063,7505-258958-0029
1343-158781-0008,1343-158796-0011,4425-14497-0059
1061-142358-0033,1061-142358-0021,5983-39652-0006
152-183930-0040,152-183930-0022,622-128448-0026
4948-28016-0043,4948-28015-0024,215-122798-0097
8687-216570-0048,8687-216570-0060,1161-135206-0095
8396-120282-0010,8396-240992-0040,737-123448-0012
6749-53254-0030,6749-76160-0001,4345-7635-0010
3054-128244-0013,3054-128245-0013,584-124227-0020
4687-43337-0034,4687-43336-0020,5092-28462-0034
4860-13185-0007,4860-13185-0050,2238-121413-0003
167-68704-0010,167-15255-0022,7339-86765-0031
7299-88365-0018,7299-88365-0016,1161-135206-0008
1502-122619-0062,1502-122619-0071,7780-274562-0088
3245-169642-0012,3245-169642-0038,264-121332-0051
8415-283469-0013,8415-283469-0009,8088-284756-0026
2660-173229-0040,2660-154321-0008,6670-84209-0033
6227-36632-0007,6227-36632-0037,6378-61781-0002
2825-6391-0025,2825-6391-0003,7809-108638-0023
5456-24741-0015,5456-62043-0032,4321-27565-0037
6726-56640-0013,6726-93466-0079,669-129061-0027
2712-3536-0013,2712-3536-0031,5949-65529-0052
5141-26943-0048,5141-26943-0032,5719-233361-0022
7938-109179-0012,7938-109179-0031,6075-57156-0014
1851-151817-0013,1851-148962-0024,8259-276906-0022
7434-75939-0040,7434-75939-0065,5133-80690-0048
5005-21379-0113,5005-21379-0055,3926-891-0031
2741-159386-0091,2741-159386-0043,8422-258258-0053
2733-28252-0020,2733-28252-0039,1721-142317-0028
4836-26485-0073,4836-26485-0070,6010-56787-0025
985-126226-0018,985-126224-0048,6807-105654-0050
4205-11977-0046,4205-11977-0071,4148-134149-0036
6160-44912-0007,6160-44912-0035,3381-9921-0003
568-126446-0044,568-126446-0022,1260-139272-0007
2050-164332-0025,2050-157659-0038,4015-4878-0016
792-127528-0027,792-127528-0019,37-225-0030
4742-41609-0019,4742-41609-0009,2272-152265-0011
5400-34478-0018,5400-34478-0008,6535-114962-0000
7991-102381-0090,7991-102381-0009,7867-110742-0054
3289-171109-0028,3289-171107-0029,6370-26876-0001
525-126965-0027,525-126965-0147,8312-279791-0002
5868-55088-0015,5868-66166-0008,6509-67147-0031
6332-64734-0000,6332-64734-0048,7408-255932-0009
2895-8662-0024,2895-8663-0040,5248-2163-0007
5570-73848-0007,5570-73848-0031,2812-160187-0047
7277-106407-0034,7277-106407-0024,3630-24758-0002
5361-27491-0058,5361-27491-0069,5628-22450-0002
7769-99395-0046,7769-99397-0047,16-122827-0045
3245-6194-0008,3245-169642-0005,2834-132496-0005
2246-131710-0148,2246-131710-0009,1084-145077-0029
2198-151049-0042,2198-133546-0030,1870-164330-0017
1060-134451-0067,1060-134451-0057,7700-92919-0061
696-92939-0011,696-93314-0031,8825-292252-0004
4750-26487-0032,4750-26487-0011,969-134373-0000
2589-22581-0004,2589-177234-0027,8208-256239-0007
6513-67788-0013,6513-71946-0030,204-287139-0003
7514-96429-0016,7514-96429-0002,8087-118180-0011
2085-147970-0010,2085-147968-0028,453-129308-0006
4005-7262-0034,4005-7258-0043,1100-124547-0012
4174-107938-0010,4174-69293-0011,8312-279791-0053
7555-105394-0025,7555-101283-0065,2588-160947-0025
5985-300225-0021,5985-300208-0020,6978-92210-0004
1384-130459-0006,1384-130461-0010,7640-104647-0020
1323-138548-0000,1323-138548-0003,8240-116288-0065
3446-144019-0019,3446-144021-0020,1100-135264-0011
753-166209-0029,753-150477-0028,4225-144132-0006
439-122809-0006,439-122810-0010,3143-160986-0046
6539-66420-0003,6539-66420-0015,5682-32876-0001
1183-124566-0004,1183-133255-0003,839-130898-0093
1154-134887-0044,1154-134887-0000,7402-90848-0024
5883-59268-0073,5883-59268-0099,6324-64063-0001
1166-14986-0048,1166-136562-0024,118-47824-0001
2229-152842-0017,2229-152864-0014,323-126408-0076
5784-36627-0046,5784-36627-0026,5583-38026-0025
225-131259-0010,225-131276-0011,8296-279865-0041
5266-41151-0012,5266-41151-0026,5077-38105-0021
8324-286681-0012,8324-286681-0021,3006-5697-0025
1110-134828-0039,1110-134828-0024,6923-82334-0013
